,Email,Name,Phone,Title,Website,Street,City,Postal Code,Associated with,Description,Latitude,Longitude,EIN,State
Psi Chi The National Honor Society in Psychology,scottgast@hotmail.com,Kay Wilson,(423) 756-2044,Executive Officer,http://www.psichi.org,Hendrix College ,Conway,72032,,"Psi Chi is the National Honor Society in Psychology, founded in 1929 for the purposes of encouraging, stimulating, and maintaining excellence in scholarship, and advancing the science of psychology. Membership is open to graduate and undergraduate men and women who are making the study of psychology one of their major interests, and who meet the minimum qualifications. Psi Chi is a member of the Association of College Honor Societies and is an affiliate of the American Psychological Association and the American Psychological Society.

",35.1011111,-92.4369316,62-1642975,AR
IGNITING ALL OF ME MINISTRIES INC,, ,,,,308 GREENS CV APT 103 % TIM PENNINGTON,LOWELL,72745,,"

",36.2553543,-94.1307587,20-1612642,AR
SECOND CHANGE RECOVERY,, ,,,,PO BOX 2039 % GLEN JACKSON,PINE BLUFF,71613,,"

",0.0,0.0,20-5592336,AR
HAMILTON HOUSE--CHILD AND FAMILY SAFETY CENTER INC,, ,,,,2713 74TH ST % JACKIE HAMILTON,FORT SMITH,72903,,"

",35.3447622,-94.3667907,27-0487290,AR
MARINE CORPS LEAGUE,, ,,,,PO BOX 1747 % RANDALL RIGG,FORT SMITH,72902,,"

",35.3845867,-94.4213947,51-0586565,AR
LIFE ENRICHMENT AND DEVELOPMENT CORPORATION,, ,,,,PO BOX 5363 ,WEST MEMPHIS,72303,,"

",35.15,-90.05,71-0801590,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 123 % CARLOS DUGGAN,GLENWOOD,71943,,"

",34.3267653,-93.5507428,71-0599158,AR
HOPE FOUNDATION INC,, ,,,,597 ZIRCON TRL ,HARRIET,72639,,"TO ASSIST INDIGENT INDIVIDUALS WITH LIVING COSTS

Medical Vouchers - 33 individuals served-Includes payments for medical purposes including prescription medication",36.0412221,-92.5197932,58-1842538,AR
AIR FORCE ASSOCIATION,, ,,,,PO BOX 733 ,JACKSONVILLE,72078,,"

",34.87,-92.11,71-6057649,AR
NATIONAL ASSOCIATION OF BLACK VETERANS INC,, ,,,,9449 PRINCETON PIKE % RUBY WATTS,PINE BLUFF,71602,,"

",0.0,0.0,90-0316427,AR
SONS OF CONFEDERATE VETERANS INC,, ,,,,1200 SPRING ST ,MOUNTAIN HOME,72653,,"

",36.343185,-92.361679,36-4693601,AR
COMMUNITY IMPROVEMENT ASSOCIATION OF MADISON,, ,,,,PO BOX 498 % LARRY KNOWLTON,MADISON,72359,,"

",35.0105082,-90.7235857,20-1667076,AR
WEAR & SHARE INC,, ,,,,2491 HIGHWAY 330 SOUTH ,FAIRFIELD BAY,72153,,"PROVIDE CHARITABLE ASSISTANCE TO THE NEEDY

Donations to indigents qualified by the Arkansas Department of Health and Human Services for food, rent, utilities, medical treatment and prescription drugs.",35.594919,-92.306617,71-0784152,AR
BUTTERFLY RANCH INCORPORATED,, ,,,,415 JACKSON 75 ,SWIFTON,72471,,"

",35.827877,-91.078873,30-0624296,AR
ADVOCATES AND RELATIVES FOR KIDS INC,, ,,,,PO BOX 1127 ,N LITTLE ROCK,72115,,"

GENERAL DONATIONS",0.0,0.0,71-0773339,AR
A DIVINE TRANSITIONAL LIVING,, ,,,,1520 BROADWAY ST SUITE A % MICHAEL RAGLAND,LITTLE ROCK,72202,,"

",34.7359274,-92.2975183,26-4275294,AR
PARENTS WITH INFORMATION,, ,,,,PO Box 1146 ,Magnolia,71754,,"

",33.3571856,-92.73298989999999,71-0746669,AR
NORTHWEST ARKANSAS RAPE CRISIS INC,, ,,,http://www.sarpa.com,614 E EMMA AVE STE 247 ,SPRINGDALE,72764,,"This organization focuses on the critical issue of sexual assault by assisting those affected, promoting community awareness and understanding, and serving as a catalyst for social change. The ultimate goal is the elimination of sexual assault.

Provide crisis intervention and emotional support to rape victims and their families and friends. Increase community awareness and understanding of the problems of rape.",36.1851399,-94.122531,71-0567897,AR
JEFFERSON COUNTY TEA COALITION,, ,,,,1210 S CHERRY ST STE 9 ,PINE BLUFF,71601,,"THE JEFFERSON COUNTY TEA COALITION IS A CATALYST FOR CHANGE TO IMPLEMENTING NEW AND CREATIVE APPROACHES TO ASSISTING INDIVIDUALS AND FAMILIES ACHIEVE ECONOMIC SELF-SUFFICIENCY.

TEMPORARY ASSISTANCE FOR NEEDY FAMILIES",34.2173867,-92.0135391,71-0821202,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,3 PLEASURE LN % JOHN BION,SHERWOOD,72120,,"

",0.0,0.0,71-0758751,AR
ARKANSAS VETERINARY MEDICAL ASSOCIATION,, ,,,,PO BOX 17687 % DON KEENE,LITTLE ROCK,72222,,"INFORMATION SHARING ABOUT THE INDUSTRY

WINTER AND SUMMER MEETINGS ARE HELD TO SHARE INFORMATION ABOUT THE INDUSTRY AND NEW TECHNOLOGY MEETINGS ARE HELD BY ABOUT 150-200 MEMBERS",34.8,-92.44,71-0461223,AR
VETERANS OF FOREIGN WARS OF THE US DEPT OF ARKANSAS LADIES AUXILIARY,, ,,,,295 MALVERN RD ,CADDO VALLEY,71923,,"

",34.196434,-93.045397,51-0201611,AR
MY HOUSE INC,, ,,,,PO BOX 125 ,MAYFLOWER,72106,,"HOUSING, TRANSPORTATION, SOCIAL FO

PROVIDED COMMUNITY BASED HOMES AND TRANSPORTATIN NEEDS FOR DISABLED. PROVIDED SOCIALIZATION FOR DISABLED.",34.9570324,-92.42737849999999,52-1210445,AR
VILLAGE PROJECT INC,, ,,,,650 S SHACKLEFORD RD STE 400 % CORINNE ALTHEIMER,LITTLE ROCK,72211,,"

",34.7446913,-92.4159308,80-0325108,AR
MT PISGAH OUTREACH MINISTRIES,, ,,,,200 MT PISGAH RD % VELMA LEE HARRIS SR,SPRINGFIELD,72157,,"

",35.2538046,-92.55942139999999,71-0846484,AR
CENTERS FOR YOUTH AND FAMILIES INC,, ,,,www.centersforyouthandfamilies.org,PO BOX 251970 ,LITTLE ROCK,72225,,"The promotion of emotional and social wellness for children and families in Arkansas

Centers for Youth and Families provides specialized prevention, intervention and treatment services that promote emotional and social wellness for children and families in Arkansas Clinical Services Expenses - $12,117,009DHS Consolidated Contract - 26,423Units School Breakfast Program - 27,837Units National School Lunch Program - 25,999Units Non-clinical Services Expenses - $1,824,077",34.7576397,-92.32425099999999,71-0415350,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 6455 ,PINE BLUFF,71611,,"FRATERNAL, PATRIOTIC, VETERANS/COMMUNITY SERVICE

FLAG DONATIONS, JROTC, FLOWER MEMORIALS",33.877984,-91.9008659,71-0455578,AR
LEND A HAND OF LINCOLN COUNTY INC,, ,,,,PO BOX 791 ,STAR CITY,71667,,"

",0.0,0.0,58-1972436,AR
STOREHOUSE,, ,,,,PO BOX 642 % CHRISTINE MORRISON,FARMINGTON,72730,,"Food, Utility, Medicine Assistance

4 Grants for Medicine = 292.00",36.0420248,-94.2471515,81-0554067,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 276 ,FOREMAN,71836,,"

",0.0,0.0,71-6058456,AR
HELPING HANDS CARING HEARTS INC,, ,,,,809 W SOUTH ST % BONNIE S NICLEY,BENTON,72015,,"TO ASSIST THOSE INDIVIDUALS RECOVER TO A FINANCIAL OR SPIRITUAL LEVEL THAT IS ESSENTIAL FOR A FULL AND MEANINGFUL LIFE

",34.5645371,-92.586828,20-4751490,AR
MARINE CORPS LEAGUE,, ,,,,29 VALLEY VIEW CIR % THOMAS R MORROW,BENTONVILLE,72712,,"

",36.3728538,-94.2088172,71-0739615,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 403 ,GENTRY,72734,,"

",36.2675793,-94.4846601,58-1973100,AR
"Casa of Northwest Arkansas, Inc.",crystal@nwacasa.org,Crystal Vickmark,,Executive Director,www.nwacasa.org,"5322 Bleaux Ave., Ste A ",Springdale,72762,,"CASA of Northwest Arkansas''s mission is to provide a voice for abused and neglected children. Our national organization''s mission is to ensure that every child in or risk of being placed in foster care has a CASA Volunteer, appointed by judges to be a voice for these children in court. The result is that they are placed into safe, loving homes where they can thrive.

CHILD ADVOCACY PROGRAMS",36.1797798,-94.1897367,71-0708334,AR
DISABLED AMERICAN VETERANS,, ,,,,1441 HWY 62 W ,POCAHONTAS,72455,,"

",36.256257,-91.02959899999999,23-7169104,AR
HAVEN OF PEACE INC,, ,,,,301 E 17TH ST % MELINDA R CASTO,RUSSELLVILLE,72801,,"

",35.2785177,-93.1428341,59-3834043,AR
HELPLINE INC,,Dinah Hamm,,,,PO Box 8043 ,Jonesboro,72403,,"Providing those in need ... and those who serve them ... information & referral services.

INFORMATION & REFERRAL SERVICE",0.0,0.0,71-0729538,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,727 SFC 267 ,COLT,72326,,"

",0.0,0.0,23-7164764,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,2108 S 71ST ST ,FORT SMITH,72903,,"

",35.3625177,-94.35427659999999,58-1686083,AR
CROSSROADS COMMUNITY DEVELOPMENT CORPORATION,, ,,,,2503 BELLE MEADE DR % JEANNIE EPPERSON,PINE BLUFF,71601,,"

",34.2284312,-92.00319549999999,26-1889461,AR
DECISION POINT INC,, ,,,www.decision-point.org,PO BOX 1393 ,BENTONVILLE,72712,,"

Short term residential and out-patient treatment of drug and alcohol abuse",36.453733,-94.19572400000001,71-0448703,AR
JUNIOR AUXILIARY OF JACKSON COUNTY ARKANSAS INC,, ,,,,PO BOX 74 ,NEWPORT,72112,,"

",35.6048018,-91.2817951,58-2062071,AR
VFW POST 8845 LADIES AUXILLARY,, ,,,,3005 TILLES AVE % SUE FORBIS,FORT SMITH,72901,,"

",35.3704608,-94.4130648,20-4909953,AR
NORTHWEST ARKANSAS FAMILY CHILD CARE ASSOCIATION,, ,,,www.nwafamilychildcare.com,PO Box 1522 ,Fayetteville,72702,,"To promote quality child care in family day care homes, provide planned programs, workshops, and other activities to increase the knowledge, abilities, and self respect of care givers.

Approximately 73 day care homes Meals provided, breakfast 124,789; lunch 135,518 supplements 163,301, supper 10,307. Red Cross/CPR Training 85 persons",36.453733,-94.19572400000001,71-0535525,AR
COMMUNITY RESCUE MISSION INC,Director@crmfs.org,Brian Hilts,,Director,,"310 N ""F"" St ",Fort Smith,72901,,"Our Mission provides a safe place for families and individuals in transition in our community through its services and resources provided.

Provide Food, Cloting and Lodging to Needy Individuals",0.0,0.0,71-0551207,AR
NEW LIFE COMMUNITY CENTER,, ,,,,PO Box 228 ,Tucker,72168,,"

",0.0,0.0,71-0802213,AR
"Children and Family Services of Crittenden County, Inc.",, ,,,,111 E Jackson Ave PO Box 2408 ,West Memphis,72303,,"

",35.1512535,-90.17721139999999,71-0809378,AR
ALLIANCE BIBLE CHURCH OF THE CHRISTIAN & MISSIONARY ALLIANCE,, ,,,,295 W MILITARY DR ,N LITTLE ROCK,72118,,"

",0.0,0.0,71-0492901,AR
SWIM TRANSITIONAL LIVING,, ,,,,4710 SAM PECK RD % ADRIAN WATERS,LITTLE ROCK,72223,,"

",34.7710126,-92.4801989,26-2969628,AR
MORO TEMPLE CHURCH OF GOD IN CHRIST,, ,,,,16509 HWY 79 W % CLAUDELL WHITMAN,MORO,72368,,"

",34.7950966,-90.9912295,73-1624646,AR
PROTECT AGAINST CHILD TRAMA INC PACT,, ,,,,PO Box 1250 ,Mountain Home,72654,,"

",0.0,0.0,71-0676407,AR
ARKANSAS HUNGER RELIEF ALLIANCE INC,rsanders@arhungeralliance.org,Rhonda Sanders,,Executive Director,www.arhungeralliance.org,1400 W Markham Ste 304,Little Rock,72201,,"To reduce hunger through a unified effort to provide hunger relief, education and advocacy.

PURCHASED FOOD AND PROVIDED SERVICES DIRECTED TOWARDS REDUCING HUGER IN ARKANSAS THROUGH ITS JOINT PURCHASING PROGRAM.",0.0,0.0,30-0254995,AR
4KS TAYLOR,, ,,,,PO BOX 981 ,FORREST CITY,72336,,"

",35.01,-90.78999999999999,27-1974012,AR
SAGE HOUSE,, ,,,,11884 W ERVAN BEEKS RD ,FARMINGTON,72730,,"TO DEVELOP TRANSITIONAL HOUSING PROGRAM

NEGOCIATED TO LEASE LAND FROM CITY LEASE NOT YET FINALIZED",0.0,0.0,71-0817776,AR
NORTHWEST ARKANSAS MEDIATION PROJECT INC,, ,,,,5 ELEANOR LN ,BELLA VISTA,72714,,"

",36.4549184,-94.1882873,20-8858688,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,8634 LEAD HILL RD ,HARRISON,72601,,"

",0.0,0.0,71-0529024,AR
JAMISON CENTER OF KINDNESS INC,, ,,,,1902 LOST WOODLANE % JERALDINE JAMISON PARKER,TEXARKANA,71854,,"

",33.4417915,-94.0376881,33-1102043,AR
Presbyterian Urban Council,, ,,,,PO BOX 94229 ,N LITTLE ROCK,72190,,"

PRESBYTERIAN URBAN COUNCIL PAID 985,498 TO INDIVIDUAL DAY CARE HOME PROVIDERS FOR FOOD UNDER THE DEPT. OF AGRICULTURE'S CHILD CARE FOOD PROGRAM. PROGRAM REIMBURSES HOME DAY CARE PROVIDERS FOR WELL-BALANCED, NUTRITIOUS MEALS FED TO CHILDREN. PROVIDERS WERE TRAINED TO CARE FOR & FEED CHILDREN IN THEIR CARE IN ACCORDANCE WITH ARKANSAS DEPARTMENT OF HUMAN SERVICES GUIDELINES AND TO PREPARE APPROPRIATE DOCUMENTS.",34.78,-92.27,71-0538938,AR
10 20 PROJECT,, ,,,,16 FOREST BROOK CT ,LITTLE ROCK,72211,,"

",34.73323,-92.405193,27-2754643,AR
DISABLED AMERICAN VETERANS,, ,,,,2201 GARLAND AVE ,TEXARKANA,71854,,"

",33.4434274,-94.033869,31-0898510,AR
VIETNAM VETERANS OF AMERICA INC,, ,,,,618 BARROW DR ,PINE BLUFF,71601,,"

",34.2239592,-91.97971410000001,71-0840591,AR
PROJECT HOPE FOOD BANK INC,, ,,,,PO BOX 39 % TED THOMPSON,HOT SPRINGS,71902,,"

",34.5,-93.06,26-1737554,AR
LIFE SOURCE INTERNATIONAL INC,, ,,,,2811A ADRIAN AVE ,SPRINGDALE,72764,,"CHARITY TO BENEFIT THE UNDERPRIVILEGED

TO PROVIDE FOOD, CLOTHING, MEDICAL TREATMENT, COUNSELING, SCHOOLING, AND SHELTER TO THE UNDERPRIVILEGED.",36.1730919,-94.099887,73-1622971,AR
JUNIOR AUXILIARY OF CLARKSVILLE ARKANSAS INC,, ,,,,JUNIOR AUXILIARY ,CLARKSVILLE,72830,,"

",0.0,0.0,71-0791745,AR
LIFE STYLES EMPLOYMENT SERVICES INC,, ,,,,3010 W WALNUT ST ,ROGERS,72756,,"developmental disabilities.

Provided job training and employment opportunities for developmentally disabled individuals associated with Life Styles, Inc.",0.0,0.0,71-0571221,AR
HATFIELD COMMUNITY MINDS AND MEMORIES FOUNDATION,, ,,,,865 POLK 31 ,HATFIELD,71945,,"

",34.460799,-94.374493,27-4166619,AR
DISABLED AMERICAN VETERANS,, ,,,,PO BOX 10005 ,EL DORADO,71730,,"

",33.20763,-92.6662674,51-0169759,AR
FIFTH MARINE DIVISION ASSOCIATION,, ,,,,PO BOX 1775 % WILLIAM A ARMOND,HARRISON,72602,,"

",36.2299999,-93.11,23-7371335,AR
HELPING HANDS OF WINCHESTER,, ,,,,PO BOX 204 % MRS MERLE JACKSON,WINCHESTER,71677,,"

",33.7745503,-91.47456729999999,43-1984734,AR
PHI CHI SIGMA NATIONAL VETERANS FRATERNITY INC,, ,,,,4607 N LOCUST ST ,N LITTLE ROCK,72116,,"

",34.798399,-92.260491,71-0843682,AR
UNIQUE NURTURING INDIVIDUALS QUESTING UNDERSTANDING AND,, ,,,,500 OXFORD ST ,WEST MEMPHIS,72301,,"

",35.14086,-90.1947349,31-1812374,AR
DE QUEEN SEVIER COUNTY CARING AND SHARING FUND,, ,,,,PO BOX 960 ,DE QUEEN,71832,,"

Scholarship for student at CCCUA",34.0378916,-94.3413168,71-0776186,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 280 ,TUCKERMAN,72473,,"

",0.0,0.0,71-0513091,AR
ARKANSAS CAN DO INC,, ,,,,2001 PERSHING CIR STE 300 % JUDITH YOUNG,N LITTLE ROCK,72114,,"

",34.7587524,-92.2581158,02-0789784,AR
DISABLED AMERICAN VETERANS AUXILIARY INC,, ,,,,1117 N 1ST ST APT D ,JACKSONVILLE,72076,,"

",34.8758955,-92.1093954,23-7330944,AR
WORD OF OUTREACH FAMILY LIFE DEVELOPMENT CENTER,, ,,,,3411 ASHER AVE ,LITTLE ROCK,72204,,"

",0.0,0.0,71-0825314,AR
MARRIAGEKEEPERS MINISTRIES INC,, ,,,,1901 HILLSBOROUGH LN % ROB THORPE,LITTLE ROCK,72212,,"

",34.7778204,-92.4159308,26-4515780,AR
DAISY CHURCH OUTREACH MINISTRY,, ,,,,1525 HIGHWAY 133 N % LILY M GOLDEN,CROSSETT,71635,,"

",33.1281779,-91.9612427,54-2140091,AR
OUR HOUSE INC,ourhouseshelter@sbcglobal.net,Georgia Mjartan,,Executive Director,www.ourhouseshelter.com,302 E Roosevelt Rd ,Little Rock,72206,,"Our House is an emergency and transitional shelter for the homeless; provides basic needs and educational services to the homeless and disadvantaged.

Provides food and shelter to homeless and low-income individuals & families; provides job training, educational skills, & day care service for employed residents; provides employment assistance.",34.7241544,-92.27141510000001,71-0653846,AR
LITTLE ROCK AIR FORCE BASE THRIFT SHOP,, ,,,,PO BOX 1162 ,JACKSONVILLE,72078,,"To raise funds for charitable purposes

Operated a thrift shop on Little Rock Air Force Base to raise funds for scholarships and other charitable causes.",34.87,-92.11,71-0598253,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKNASAS,, ,,,,PO BOX 604 % EUGEN MCNAIR,MARIANNA,72360,,"

",34.7737082,-90.7576112,71-0599164,AR
HARRISON ARKANSAS REVITALIZING PARENTAL SKILLS INC,, ,,,,PO BOX 2050 ,HARRISON,72602,,"PROVIDE PARENTING EDUCATION TO PREVENT VIOLENCE & SUBSTANCE ABUSE

WORK WITH LAW ENFORCEMENT, EDUCATORS, COMMUNITY LEADERS, PARENTS & CITIZENS OF NORTHERN ARKANSAS & ENCOURAGE THEM TO ADOPT PRACTICES THAT WILL INCREASE RESILIENCY FACTORS & REDUCE RISK FACTORS AMONG AREA YOUTH.",0.0,0.0,76-0718894,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 73 ,EVENING SHADE,72532,,"

",36.071737,-91.61930749999999,71-0510855,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,2400 WHIPPOORWILL LN ,PINE BLUFF,71602,,"

",34.3256192,-92.13528559999999,58-1682975,AR
PROJECT SAVE OUR CHILDREN,, ,,,,958 HIGHWAY 221 N % EDWIN HARLEY FOX,BERRYVILLE,72616,,"

",36.364792,-93.5679667,65-1236675,AR
HANNAHS ROCK INC,, ,,,,PO BOX 2042 ,BENTON,72018,,"CHARITY

THE FOUNDATION IS A PUBLIC BENEFIT CORPORATION, TO PROVIDE FOR THE HOMELESS & NEEDY, TO RECEIVE AND SELL CLOTHES, AND RELATED NEEDS",36.453733,-94.19572400000001,71-0807595,AR
TEXARKANA RESOURCES FOR THE DISABLED INC,, ,,,,3015 E 19TH ST ,TEXARKANA,71854,,"TEXARKANA RESOURCES FOR THE DISABLED, INC. IS A NONPROFIT ORGANIZATION THAT TRAINS DEVELOPMENTALLY DISABLED PERSONS IN GENERAL WORK SKILLS IN AN EFFORT TO PREPARE THEM FOR COMPETITIVE EMPLOYMENT.

TEXARKANA RESOURCES TRAINS DEVELOPMENTALLY DISABLED PERSONS IN GENERAL WORK SKILLS IN AN EFFORT TO PREPARE THEM FOR COMPETITIVE EMPLOYMENT. THEY ALSO HAVE A GROUP HOME AND DUPLEXES FOR ADULT MALES WITH DEVELOPMENTAL DISABILITIES. THE PROGRAM ATTEMPTS TO TEACH BASIC LIVING AND SOCIAL SKILLS NECESSARY TO EVOLVE INTO INDEPENDENT LIVING.",0.0,0.0,58-2004441,AR
EL DORADO CRIME STOPPERS INC,, ,,,,100 E PEACH ST STE 330 % JAMIE MORROW,EL DORADO,71730,,"

",33.20763,-92.6662674,26-2432679,AR
NEW FOCUS OF BENTON ARKANSAS,, ,,,,1203 W SEVIER ST % BENTON FIRST CHURCH OF NAZARENE,BENTON,72015,,"

",34.5658909,-92.6001546,26-0805016,AR
SOUTHWEST SERVICE DOGS,, ,,,,PO BOX 158 ,CLARKSVILLE,72830,,"Kate Morgan.

Ongoing training of dogs in the program. Generally it takes about two years to complete the training so we have not made any placements yet.",0.0,0.0,76-0724248,AR
YOUTH EMPOWERMENT INTERNATIONAL,, ,,,,516 W PERSHING BLVD % EMEKA BARTH ONYEKWELU,N LITTLE ROCK,72114,,"

",34.7587524,-92.2581158,56-2576566,AR
MILITARY ORDER OF THE COOTIE OF THE UNITED STATES,, ,,,,3831 BAUXITE CUTOFF RD % FERNANDO GARCIA JR,BAUXITE,72011,,"

",34.5556489,-92.52127019999999,51-0194646,AR
SAM JULIAN LOVETT CHARITABLE REMAINDER TR,, ,,,,5300 EVERGREEN DR ,LITTLE ROCK,72205,,"

",34.7619168,-92.3320681,30-6216550,AR
VETERANS OF FOREIGN WARS DEPT OF ARKANSAS 9570 FOUNTAIN LAKE,, ,,,,1110 N HWY 7 ,HOT SPRINGS,71909,,"

",0.0,0.0,71-6058458,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,3005 TILLES AVE ,FORT SMITH,72901,,"

",35.3852313,-94.3994353,51-0216388,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,814 N I ST ,FT SMITH,72901,,"

",0.0,0.0,71-6058462,AR
The Sharing and Caring Community Christmas Tree Program Inc,ddavid@ucsinet.com,Deborah DeShields,,President/Founder,,"3311 S.W. ""I"" St Ste 7",Bentonville,72712,,"The Sharing &  Caring Community Christmas Tree Program, Inc.was founded in 1985 for the purpose of providing gifts at Christmas to needy children, the first year providing gifts to 40 children.  The program received its 501(c)(3) approval in 1990 and at that time also became a United Way agency.  Over 4,000 under-privileged, abused, and neglected children, received gifts through the program in 1998.  It is the goal of the program administrators to provide basic needs to as many children as possible throughout the year and to provide clothing and toys at Christmas.

Provided Rent, Medical and Other Assistance to Needy Families",36.33790200000001,-94.22174199999999,58-1909721,AR
KATHY SUMMERS MEMORIAL BENEFIT,, ,,,,194 COUNTY ROAD 461 ,BERRYVILLE,72616,,"

",36.4325188,-93.5308346,26-2603132,AR
ASSOCIATION FOR THE PRESERVATION OF U S MARINE CORPS HISTORY INC,, ,,,,PO BOX 2654 ,HARRISON,72602,,"

",0.0,0.0,71-0811449,AR
COMMUNITY FAMILY ENRICHMENT CENTER,, ,,,,PO Box 582 ,Arkadelphia,71923,,"THE CENTER PROVIDES SERVICES TO CHILDREN AND FAMILIES IN AREAS OF EDUCATION, TRAINING AND RECREATIONAL ACTIVITIES.

TRAINING/EDUCATION/ENRICHMENT OF CHILDREN AND THEIR FAMILIES.",34.1209292,-93.0537839,62-1695055,AR
LESSONS FOR LIFE,, ,,,,2411 GUNPOWDER RD ,LITTLE ROCK,72227,,"

",34.774939,-92.383698,45-2622459,AR
NOTHING IN RETURN INC,, ,,,,PO BOX 1203 ,SPRINGDALE,72765,,"

",36.453733,-94.19572400000001,26-2998234,AR
FORT SMITH ELECTRICAL JOINT APPRENTICESHIP AND TRAINING TRUST,, ,,,,2914 MIDLAND BLVD ,FORT SMITH,72904,,"

",35.4079689,-94.3955723,71-0396490,AR
CLAYTON CHAPEL MISSIONARY BAPTIST CHURCH MINISTRIES,, ,,,,215 MANSON RD ,SHERWOOD,72120,,"TO PROVIDE FAMILIES WITH QUALITY AFFORDABLE CHILDCARE SERVICES

PROVIDED FAMILIES WITH AFFORDABLE CHILDCARE ALONG WITH QUALITY PRESCHOOL LEARNING PROGRAMS",34.8317818,-92.1887997,71-0859371,AR
K-9 SPECIAL FORCES SEARCH AND RESCUE,, ,,,,11013 W CENTENNIAL RD % CAROL A STUCHELL,CABOT,72023,,"

",34.974532,-92.0165336,31-1772697,AR
AIR FORCE SERGEANTS ASSOCIATION,, ,,,,5312 KUYKENDALL RD % CALVIN WASHINGTON,JACKSONVILLE,72076,,"

",34.8662005,-92.1101458,52-1247448,AR
