,Email,Name,Phone,Title,Website,Street,City,Postal Code,Associated with,Description,Latitude,Longitude,EIN,State
"Oklahoma Goodwill Industries, Inc.",dan@okgoodwill.org,Dan Kurtenbach,,President/CEO,WWW.OKGOODWILL.ORG,410 SW Third Street ,Oklahoma City,73109,,"Founded in 1902 by Rev. Edgar Helms, Goodwill Industries'' primary mission is to place people in productive and competitive jobs.

TO PROVIDE TRAINING AND EMPLOYMENT TO PERSONS WITH DISABILITIES IN THE OKLAHOMA CITY METROPOLITAN AREA AND SURROUNDING COMMUNITIES",35.46183,-97.52028399999999,73-0641590,OK
"Arc of Oklahoma, Inc.",info@thearc.org,Suzette Crim,(301) 565-3842,Director of Operations,,2442 North Walnut Ave Ste D ,Oklahoma City,73105,,"The Arc is an association formed in 1950 by family members and friends of people with mental retardation. Today there are 120,000 members and nearly 1,000 state and local chapters. The primary objective of the Arc is to secure for all people with mental retardation the opportunity to choose and realize their goals of where and how they learn, live, work, and play. The Arc is further committed to reducing the incidence and limiting the consequence of mental retardation through education, research, advocacy, and the support of families, friends, and the community.

",0.0,0.0,73-1542663,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,10 MELANIE LN ,SHAWNEE,74801,,"

",35.282622,-96.85859099999999,73-1523460,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,650 S MEMORIAL DR APT 2A9 ,TULSA,74112,,"

",36.152127,-95.88710499999999,26-3726944,OK
OKLAHOMA AMERICAN VETERAN NEWS,, ,,,,PO BOX 471843 ,TULSA,74147,,"

",36.379129,-95.72942499999999,73-1276281,OK
YOUTH AND FAMILY SERVICES OF NORTH CENTRAL OKLAHOMA INC,, ,,,www.yfsenid.org,605 W OXFORD AVE ,ENID,73701,,"To provide mental health and substance abuse counseling to children, youth, families and adults, to provide a 24 hr/7 days a week youth shelter and to work closely with other agencies to keep families together and improve individual functioning in the community

Outpatient Counseling and Prevention Services provides mental health, substance abuse and relationship counseling A total of 775 clients were admitted to the program with 18,872 hours of service provided",36.426564,-97.88517100000001,73-0972483,OK
T K WOLF INC,, ,,,,417 WEST ROGERS BOULVARD ,SKIATOOK,74070,,"

",36.368271,-96.006365,43-1954362,OK
OKLAHOMA BEAN PROJECT INC,, ,,,WWW.GRATEFULBEAN.COM,204 N ROBINSON ,OKLAHOMA CITY,73102,,"TRAINING MARGINALLY EMPLOYABLE PERSONS

BUSINESS MANAGEMENT, OPERATING, BOOKEEPING, PACKAGING, LABELING AND JOB SKILLS HAVE BEEN TAUGHT TO PREVIOUSLY MARGINALLY EMPLOYABLE OR CHRONICALLY UN-EMPLOYED THROUGH OPERATING",35.4689258,-97.5163338,73-1408802,OK
CITIZENS FOR JUVENILE JUSTICE INC,, ,,,,5905 N CLASSEN BLVD ,OKLAHOMA CITY,73118,,"

",0.0,0.0,73-1389260,OK
BROKEN ARROW CITIZENS POLICE ACADEMY ALUMNI ASSOCIATION,, ,,,,2302 S 1ST PL ,BROKEN ARROW,74012,,"

",36.024564,-95.789907,73-1607334,OK
ANGEL COFFEE SHOP INC,, ,,,,2201 NW 122ND ST APT 2023 % GWEN WILLIAMS,OKLAHOMA CITY,73120,,"

",35.578861,-97.5788975,51-0468283,OK
VIETNAM VETERANS OF AMERICA INC,, ,,,,PO BOX 1625 ,PONCA CITY,74602,,"

",36.675567,-97.308229,73-1523030,OK
PERSONAL PHILANTHROPY,, ,,,,6140 S 104TH EAST AVE STE 400 % MARK A REGOUBY,TULSA,74133,,"

",36.0428053,-95.8881542,27-1389628,OK
BE THE CHANGE,, ,,,,PO BOX 61238 ,OKLAHOMA CITY,73146,,"

",35.52,-97.52,26-2401074,OK
JEWELS FOR LIFE INC,, ,,,,PO BOX 1614 % MICHAEL D KENNEDY,CUSHING,74023,,"

",0.0,0.0,20-3384692,OK
"Meals on Wheels of Metro Tulsa, Inc.",mowtulsa@atlasok.com,Dan Rabovsky,,Executive Director,www.mealsonwheelstulsa.org,12620 E 31st St ,Tulsa,74146,,"    The Mission of Meals on Wheels of Metro Tulsa is to preserve the dignity and independence of homebound elderly and disabled persons by providing them with nutritious home-delivered meals, caring contacts, and other services which enrich their lives.

PROVIDING HOME-DELIVERED MEALS: IN 2009 WE DELIVERED 229,763 MEALS TO ABOUT 1,000 HOMEBOUND ELDERS AND DISABLED PERSONS LIVING IN THE TULSA METROPOLITAN AREA. MORE THAN 2,000 VOLUNTEERS ASSISTED IN PROVIDING THE SERVICES, DONATING ABOUT 85,000 VOLUNTEER HOURS, AND DRIVING APPROXIMATELY 180,000 UN-REIMBURSED MILES TO DELIVER THE MEALS AND TO BRING FRIENDLY CONTACTS TO THEM.",0.0,0.0,73-1125389,OK
LOVE STREET WORLD OUTREACH INC,, ,,,,220 SW 25TH ST ,OKLAHOMA CITY,73109,,"

",0.0,0.0,73-1616818,OK
OKLAHOMA CITY NAVY-SSN723 LTD,, ,,,,1409 BELLA VISTA DR ,EDMOND,73013,,"

",0.0,0.0,73-1314600,OK
ELITE COMMUNITY SERVICES CORP,, ,,,,4801 N CLASSEN BLVD STE 118 ,OKLAHOMA CITY,73118,,"

",35.5200632,-97.5346488,75-3049293,OK
REFERRAL CENTER FOR ALCOHOL & DRUG SERVICES OF CENTRAL OKLAHOMA INC,, ,,,www.trcok.com,1215 NW 25TH ST ,OKLAHOMA CITY,73106,,"Provide drug & alcohol counseling to all segments of society, regardless of ability to pay

Provide drug & alcohol counseling to all segments of society, regardless of ability to pay.",35.4956048,-97.53319069999999,73-1137650,OK
NEW BEGINNINGS INC,, ,,,,PO BOX 244 % ELMER E LUGRAND SR,BOLEY,74829,,"

",0.0,0.0,20-0309285,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,3904 LARKWOOD DR % MONICA MANN,DEL CITY,73115,,"

",35.4420062,-97.4408698,27-1400525,OK
"Travelers Aid Society of Oklahoma City, Inc.",tasokc@sbcglobal.net,Laurie Barbour,,Executive Director,www.travelersaidok.org,1033 North Walker Avenue ,Oklahoma City,73102,,"Travelers Aid of Oklahoma, founded in 1925, has a history of helping the homeless and poor. Assisting the homeless and needy by providing stabilizing resources to meet basic social needs while creating opportunities for individuals and families to develop the necessary skills for economic self-sufficiency.

TRAVELERS AID & HOMELESS ASSISTANCE CENTER PROVIDES DIRECT ASSISTANCE IN THE FORM OF RENT, UTILITIES, TRANSITIONAL HOUSING, TRANSPORTATION AND MEALS FOR THE HOMELESS AND NEEDY.",35.4785386,-97.52150119999999,73-0590277,OK
SEEDS MINISTRIES INCORPORATED,, ,,,,4008 WESTERN HEIGHTS AVE % JOHN FORD,OKLAHOMA CITY,73179,,"

",0.0,0.0,16-1652031,OK
"Labor Under the Son, Inc.",, ,,,,5835 NW 50th Ste 109 ,Oklahoma City,73122,,"

",0.0,0.0,73-1131177,OK
WESTERN NEIGHBORS INC,, ,,,,PO BOX 570976 ,TULSA,74157,,"Family Assistance/Comm. Support

Programs to assist community service oriented organizations to deliver assistance, process information, provide accounting and facilitate community projects.",36.379129,-95.72942499999999,73-1109460,OK
VETERANS OF FOREIGN WARS,info@vfw.org,John Newberry,816-7563390,Director of Communications,www.vfw.org,1103 N BLACKWELDER ,OKLAHOMA CITY,73106,,"Our mission is to ''honor the dead by helping the living'' through veterans'' service, community service, national security and a strong national defense.

",35.4789994,-97.5391235,73-0621113,OK
OKLAHOMA BLACK HISTORICAL RESEARCH PROJECT INC,, ,,,,2506 NW 118 ST ,OKLAHOMA CITY,73120,,"TO PROVIDE WORKSHOPS TO TRAIN SMALL AND SOCIALLY DISADVANTAGE FARMERS IN ""PLASTIC CULTURE USING COMPOST-AMENDED SOILS PROGRAM"" AS A MEANS TO MINIMIZING CROP PRODUCTION RISKS, AND BOOSTING PRODUCTION AND INCOME.

",35.5905418,-97.55887059999999,31-1608998,OK
JUST EDUCATING WITH ENTHUSIASM & LOVE,, ,,,,3162 N HARTFORD PL ,TULSA,74106,,"

",36.2009029,-95.984335,20-0039756,OK
COMMUNITY ENHANCEMENT NETWORK INC,, ,,,,2917 SHORT DR ,EDMOND,73034,,"The corporation's purpose shall be (1) to promote community welfare on a local and international scale, (2) to enhance the development of economic and agricultural techniques, educational opportunities, community health and character development, (3) to work with individuals, non-profit agencies, foundations and churches to bring resources together for the enhancement and the development of communities, both locally and internationally

Program associated with the Oasis Training Center which teaches English and computer skills to students in rural northwest China. The graduates find employment at better economic levels than would be possible otherwise. An estimated 80 students annually benefit directly and several hundred benefit indirectly through a community center and orphanage.",35.684715,-97.46831999999999,27-0015295,OK
MILITARY ORDER OF THE COOTIE OF THE US,, ,,,,PO BOX 952 % DORIS ROGERS,WOODWARD,73802,,"

",36.4260223,-99.39055409999999,31-1187172,OK
MARSHALL COUNTY SHERIFFS DEPUTY RESERVE,, ,,,,207 N 4TH ST ,MADILL,73446,,"

",34.0920864,-96.76836759999999,73-1533747,OK
SSAFE FOUNDATION,, ,,,,PO Box 1205 ,Shawnee,74802,,"ASSIST THE INCOMPETENT & DISABLED.

RECEIVES SOCIAL SECURITY CHECKS FOR INCOMPETENT & DISABLED AND DISTRIBUTES THEM.",35.3287459,-96.9219543,73-1480903,OK
VICTIMS IMPACT PANEL OF OKLAHOMA INC,, ,,,WWW.VIPOFOK.COM,247 N BROADWAY STE C ,EDMOND,73034,,"REDUCE ALCOHOL RELATED TRAFFIC ACCIDENTS

CONDUCTED NUMEROUS PANELS FOR OFFENDERS AND STUDENTS WHERE VICTIMS OF ALCOHOL RELATED ACCIDENTS SHARE THEIR EXPERIENCES IN AN ATTEMPT TO CHANGE DRIVER BEHAVIOR.",0.0,0.0,73-1352544,OK
CHRISTIAN COUNSELING ASSOCIATES INC,, ,,,,501 E 15TH ST ,EDMOND,73013,,"To Provide counseling services to individuals, regardless of ability to pay, which is based upon a biblical foundation accomplished through the study of the Bible and the worship of Jesus Christ.

The organization conducted over 3,800 counseling sessions during the year, Fifty-three percent of these sessions were to individuals who paid at or below the medicare rate, of which 391 were served free of charge.",35.638299,-97.473686,26-1407529,OK
PRODIGAL OUTREACH INC,, ,,,,7319 E 59TH PL ,TULSA,74145,,"

",0.0,0.0,73-1601724,OK
EMPOWERED INDEPENDENT HABILITATION TRAINING SPECIALIST INC,, ,,,,3617 N MERIDIAN ,OKLAHOMA CITY,73112,,"

",35.5070677,-97.6015137,73-1483027,OK
JEREMIAH 29 FOUNDATION,, ,,,,118 W DIVISION ST ,STILWELL,74960,,"

",35.8143725,-94.6280187,27-5047436,OK
MOMS CLUB,, ,,,,9500 ORCHARD BLVD % LINDSEY JACOBS,MIDWEST CITY,73130,,"

",35.4495065,-97.3967019,34-2065517,OK
OLIVET BAPTIST CHURCH,, ,,,,155 N 65TH WEST AVE ,TULSA,74127,,"

",0.0,0.0,73-0992600,OK
VETERANS OF FOREIGN WARS DEPT OF OKLAHOMA,info@vfw.org,John Newberry,816-7563390,Director of Communications,www.vfw.org,2220 S HIGHWAY 48 % DON HUBBARD,MANNFORD,74044,,"Our mission is to ''honor the dead by helping the living'' through veterans'' service, community service, national security and a strong national defense.

",0.0,0.0,73-1037122,OK
VETERANS OF FOREIGN WARS DEPT OF OKLAHOMA,info@vfw.org,John Newberry,816-7563390,Director of Communications,www.vfw.org,RT 1 BOX 72 ,HITCHCOCK,73744,,"Our mission is to ''honor the dead by helping the living'' through veterans'' service, community service, national security and a strong national defense.

",0.0,0.0,73-6104460,OK
PAMELA HARRISON MINISTRIES INC,, ,,,,PO BOX 1279 % PAMELA G HARRISON,BROKEN ARROW,74013,,"

",36.0349846,-95.7907559,37-1568888,OK
FRUITFUL BRANCH INC,, ,,,,35859 EW 1210 ,SEMINOLE,74868,,"

",35.262101,-96.711067,31-1743805,OK
PROVISION OUTREACH CENTER INC,, ,,,,PO BOX 199 % CODY ANDERSON,MENO,73760,,"

",36.3861447,-98.17784499999999,46-0481983,OK
HOLINESS MISSIONS OUTREACH,, ,,,,2223 SURREY LN ,SAPULPA,74066,,"

",0.0,0.0,73-1291091,OK
HEALTH ALLIANCE FOR THE UNINSURED INC,, ,,,,5929 N MAY AVE STE 511 % PAMELA S CROSS,OKLAHOMA CITY,73112,,"TO INCREASE ACCESS TO HEALTHCARE FOR THE UNINSURED

MEDICATION",35.5135639,-97.5788975,26-1789292,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,805 MEADOWRIDGE DR ,OKLAHOMA CITY,73110,,"

",35.483255,-97.38587899999999,27-0194591,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,2619 S 27TH ST ,DUNCAN,73533,,"

",34.4817711,-97.98201189999999,90-0340976,OK
LONE WOLF PUBLIC LIBRARY,, ,,,,RR 1 BOX 25 ,LONE WOLF,73655,,"

",0.0,0.0,73-1548275,OK
KNOW NO BOUNDARIES LTD,, ,,,,2631 S GARDENIA AVE ,BROKEN ARROW,74012,,"

",36.02633,-95.82444,26-2069220,OK
Families & Communities Empowered for Safety,faces.sherry@gmail.com,Sherry  S Clark,,President/Founder,www.facestulsa.org,6533 E 89 Pl ,Tulsa,74133,,"There is a documented lack of understanding and awareness among the public about the insidious effect on people and communities of family violence across the lifespan, as well as a lack of information about signs and symptoms of family abuse and violence and how to get help and give help.

",0.0,0.0,20-3454275,OK
HIGH PLAINS OUTREACH CENTER INC,, ,,,,1220 7TH ST ,WOODWARD,73801,,"Provide shelter to homeless.

Provide Temporary Shelter to Homeless.",36.4346054,-99.3885756,73-1369248,OK
HOSPITALITY HOUSE OF TULSA INC,, ,,,www.tulsahospitalityhouse.org,1135 S VICTOR AVE % TONI MOORE,TULSA,74104,,"Provide housing for needy out-of-town patient families

7 Guest Suites provided housing for out-of-town families of patients in all Tulsa area hospitals on a 2-week basis. 2009 Statistics - housed 209 families with a total of 527 guests served, 3,446 evening meals served. Families represented referrals from 14 area hospitals, 2,965 total volunteer hours.",36.142324,-95.956825,20-1825789,OK
5207 WESTERN FOUNDATION,, ,,,www.Westernclub.org,5207 N WESTERN AVE ,OKLAHOMA CITY,73118,,"Host meetings of Alcoholics Anonymous and Alanon

",35.5241952,-97.52991689999999,73-0974021,OK
PHOENIX HOUSE INC,, ,,,,PO BOX 1681 % JOHN BIVENS,SEMINOLE,74818,,"Provide transitional housing

The Phoenix House provided transitional housing, food, and other support services to approx 15-20 individuals following startup in 2001 Phoenix House provided services beginning approximately mid year. These services; room, board, counseling, vocational assistance, etc were provided to persons in criminal justice system programs involving domestic violence and/or substance abuse",0.0,0.0,73-1616252,OK
GREASY COMMUNITY FELLOWSHIP ORGANIZATION INC,, ,,,,PO BOX 578 % SUE WOLFE,STILWELL,74960,,"

",35.81453,-94.6285553,73-1489965,OK
JS LIGHTHOUSE OUTREACH FUND,, ,,,,5425 S LAKEWOOD PL % WINSTON LEWIS,TULSA,74135,,"

",36.1005816,-95.92512110000001,26-1225311,OK
THRIFT SHOP,, ,,,WWW.THRIFTSHOPATFORTSILL.COM,PO BOX 33248 ,FORT SILL,73503,,"PROVIDE FUNDS THAT SUPPORT FORT SILLUS ARMY POST AND COMMUNITY WELFARE

PROVIDE A CLEARING HOUSE FOR THE SALE, PURCHASE AND DISPOSAL OF SERVICEABLE CONSIGNED GOODS AT A NOMINAL COST TO THE PARONS TO GENERATE FUNDS FOR THE BENEFIT OF CHARITABLE ORGANIZATIONS AND COMMUNITY WELFARE",0.0,0.0,73-1132664,OK
TRI-CITIES HELPING HAND CO INC,, ,,,,214 N MEKUSUKEY AVE ,WEWOKA,74884,,"SHELTERED WORKSHOP FOR DISABLED

JOB TRAINING FOR DEVELOPMENTALLY IMPAIRED",35.159972,-96.4933615,73-1213626,OK
MOORE FIREFIGHTERS SANTA EXPRESS INC,, ,,,,7920 SW 109TH ST ,OKLAHOMA CITY,73173,,"

",35.357765,-97.65264599999999,27-0998939,OK
YOUNG WOMENS CHRISTIAN ASSOCIATION,fcorreia@ywcatulsa.org,Felicia Collins Correia,,Executive Director,www.ywcatulsa.org,1910 S. Lewis Ave Ste 200,Tulsa,74104,,"The YWCA is a women?s membership movement nourished by its roots in the Christian faith and sustained by the richness of many beliefs and values. Strengthened by diversity, the YWCA draws together members who strive to create opportunities for women?s growth, leadership and power in order to attain a common vision:  peace, justice, freedom and dignity for all people. The purpose of the YWCA Tulsa is eliminating racism and empowering women.

CHILD & YOUTH DEVELOPMENT PROGRAMS BEFORE AND AFTER SCHOOL CARE, FULL DAY CARE, SCHOOL BREAK AND SUMMER DAY CAMPS 503 CHILDREN SERVED IN 2009",36.1347708,-95.95826009999999,73-0579296,OK
GLOBAL COMPASSION FOUNDATION,, ,,,,5020 N WASHINGTON ST ,STILLWATER,74075,,"

",36.174954,-97.07126799999999,80-0669212,OK
BREAD FOR LIFE INC,, ,,,,PO BOX 15233 % DAYLE MILLER,DEL CITY,73115,,"

",0.0,0.0,20-2266216,OK
AIR FORCE ASSOCIATION,, ,,,,3002 CLAIREMONT ,ENID,73703,,"

",36.427718,-97.9124159,73-6105939,OK
SPIRIT AND LIFE FOUNDATION,, ,,,,PO BOX 13192 % KENNETH R HARRIS,OKLAHOMA CITY,73113,,"

",35.590501,-97.5410564,56-2476111,OK
OKLAHOMA HALFWAY HOUSE,, ,,,,517 SW 2ND ST ,OKLAHOMA CITY,73109,,"To asist offenders in re-entry into the community by identifying the special needs and problems of each resident who returs from incarceration and provide residential services for a positive transition to community life.

Assist residents to ensure their successful reintegration into society by reducing recidivism and by facilitating their independence.",35.4633529,-97.52238369999999,73-0766287,OK
OKLAHOMA ASSOCIATION FOR INFANT MENTAL HEALTH,, ,,,,PO BOX 685 % LAURI KEARNS MD,OKLAHOMA CITY,73101,,"

",35.47,-97.52,20-2696009,OK
3D COMBAT COMMUNICATIONS GROUP BOOSTER CLUB,, ,,,,4385 AIR DEPOT BLVD BLDG 1002 ,TINKER AFB,73145,,"

",0.0,0.0,73-1243785,OK
NEIGHBORHOOD HOUSING SERVICES OF TULSA,, ,,,,PO BOX 480876 ,TULSA,74148,,"LOANS TO REHABILITATE AND PRESERVE HOMES

THE COMPANY PROVIDES HIGH-RISK LOANS TO HOMEOWNERS IN SELECTED OLDER ESTABLISHED NEIGHBORHOODS FOR THE PURPOSE OF REHABILITATING AND PRESERVING THE HOMES AND NEIGHBORHOODS",36.379129,-95.72942499999999,73-1066011,OK
AMERICAN LEGION 27,troyhorn@gmail.com,Troy Horn,918-775-3341,Adjutant,sites.google.com/site/carniewelchpost27/,PO Box 160 ,Sallisaw,74955,,"In contrast to other veterans organizations, the Legion offers a number of local programs and activities to strengthen its commitment to our nation   s grass roots and the people we serve. American Legion Baseball is one of the nation   s most successful amateur athletic programs; it continues to educate youths on the importance of sportsmanship and develops the quality of our country   s citizenship. The Heroes to Hometowns program is the only nationwide reintegration assistance service for wounded veterans from Iraq and Afghanistan. Additionally, millions of dollars in donations have been given to fellow veterans and their families in times of grief, and various scholarship opportunities ensure the future success of our youth.

",0.0,0.0,73-1089292,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,PO BOX 86 ,COUNCIL HILL,74428,,"

",35.4929084,-95.6720907,26-4808689,OK
DISABLED AMERICAN VETERANS AUXILIARY INC,, ,,,,800 E WINDY LN % ALICE ROLAND,ATOKA,74525,,"

",34.3859257,-96.12832519999999,33-1213164,OK
WARRIOR SCHOOL RESTORATION ORGANIZATION,, ,,,,HC 63 BOX 314 ,EUFAULA,74432,,"

",35.2873206,-95.58248460000002,31-1811208,OK
LOUIS SANDMANN SENIOR HOUSING INC,, ,,,,1201 W CEDAR WAY % BIG FIVE COMMUNITY SERVICES,COALGATE,74538,,"

",0.0,0.0,86-1162137,OK
"Sons of Confederate Veterans, Inc.",, ,,,,PO Box 156 ,Fittstown,74842,,"

",34.5905373,-96.6347085,58-1894102,OK
EAST CENTRAL WORKFORCE DEVELOPMENT INC,, ,,,,PO Box 484 ,Chandler,74834,,"Job Training and Employment Services

Workforce Investment Act - to help adults, dislocated workers and youth increase their educational and occupational skills to improve the quality of the workforce and reduce welfare dependency.",35.7017314,-96.88085819999999,73-1196514,OK
EMPOWER PEOPLE INC,, ,,,,1626 W BRITTON RD ,OKLAHOMA CITY,73120,,"

",35.565351,-97.544623,27-5059087,OK
"Edmond Arc, Inc.",christijmiller@hotmail.com,Christi Miller,,Executive Director,WWW.EARCINC.ORG,10 E 9th St ,Edmond,73034,,"The Arc is an association formed in 1950 by family members and friends of people with mental retardation. Today there are 120,000 members and nearly 1,000 state and local chapters. The primary objective of the Arc is to secure for all people with mental retardation the opportunity to choose and realize their goals of where and how they learn, live, work, and play.  The Arc is further committed to reducing the incidence and limiting the consequence of mental retardation through education, research, advocacy, and the support of families, friends, and the community.

PROVIDE RESIDENTIAL HOUSING, PREVOCATIONAL AND VOCATION EMPLOYMENT TRAINING, AND INTEGRATED COMMUNITY SERVICES FOR THE PHYSICALLY AND MENTALLY HANDICAPPED. THE HANDICAPPED HELPED PROVIDE THRIFT AND RETAIL SERVICES WITH THE GOAL OF TRANSITIONING THEMSELVES INTO THE COMMUNITY SUCCESSFULLY.",0.0,0.0,73-1100113,OK
VETERANS OF FOREIGN WARS DEPT OF OKLAHOMA,info@vfw.org,John Newberry,816-7563390,Director of Communications,www.vfw.org,621 N INDEPENDENCE ,ENID,73701,,"Our mission is to ''honor the dead by helping the living'' through veterans'' service, community service, national security and a strong national defense.

",36.4027044,-97.87989429999999,73-0552657,OK
YUKON MOBILE MEALS,, ,,,,PO BOX 850782 % NANCY IRVIN,YUKON,73085,,"SERVING MEALS TO THE AGED, HOME BOUND AND HANDICAPPED PERSONS.

THE PROGRAM SERVED APPROXIMATELY 16,800 MEALS IN 2007.",35.4997087,-97.7603238,73-1400334,OK
TRADITIONAL INDIAN HOUSING INC,, ,,,,13906 HIGHWAY 177 ,SHAWNEE,74804,,"FINANCIAL SUPPORT FOR INDIAN HOUSEHOLD EXPENSE

DIRECTLY PAID PARTICIPANT EXPENSES FOR GROCERIES, HOUSING REPAIRS, SUPPLIES, AND INSURANCE",0.0,0.0,73-1466186,OK
